Year,Country,Count
1988,Syria,0
1988,Taiwan,0
1988,Tajikistan,0
1988,Tanzania,0
1988,Thailand,1
1988,Togo,0
1988,Tonga,0
1988,Trinidad and Tobago,0
1988,Tunisia,0
1988,Turkey,2
1988,Uganda,0
1988,Ukraine,0
1988,United Kingdom,53
1988,United States of America,193
1988,Uruguay,0
1988,Uzbekistan,0
1988,Venezuela,0
1988,Vietnam,0
1988,Virgin Islands,1
1988,Zambia,0
1988,Zimbabwe,0
1992,Afghanistan,0
1992,Algeria,2
1992,Argentina,2
1992,Armenia,0
1992,Australia,57
1992,Austria,6
1992,Azerbaijan,0
1992,Bahamas,1
1992,Bahrain,0
1992,Belarus,0
1992,Belgium,3
1992,Bermuda,0
1992,Botswana,0
1992,Brazil,14
1992,Bulgaria,17
1992,Burundi,0
1992,Cameroon,0
1992,Canada,44
1992,Chile,0
1992,China,83
1992,Colombia,1
1992,Costa Rica,0
1992,Croatia,15
1992,Cuba,71
1992,Cyprus,0
1992,Czech Republic,8
1992,Denmark,14
1992,Djibouti,0
1992,Dominican Republic,0
1992,Ecuador,0
1992,Egypt,0
1992,Eritrea,0
1992,Estonia,3
1992,Ethiopia,3
1992,Finland,7
1992,France,57
1992,Georgia,0
1992,Germany,198
1992,Ghana,13
1992,Greece,2
1992,Grenada,0
1992,Guatemala,0
1992,Guyana,0
1992,Hong Kong,0
1992,Hungary,45
1992,Iceland,0
1992,India,0
1992,Indonesia,6
1992,Iran,3
1992,Iraq,0
1992,Ireland,2
1992,Israel,2
1992,Italy,46
1992,Ivory Coast,0
1992,Jamaica,4
1992,Japan,47
1992,Kazakhstan,0
1992,Kenya,8
1992,Kuwait,0
1992,Kyrgyzstan,0
1992,Latvia,3
1992,Lithuania,13
1992,Macedonia,0
1992,Malaysia,2
1992,Mauritius,0
1992,Mexico,1
1992,Mongolia,2
1992,Montenegro,0
1992,Morocco,3
1992,Mozambique,0
1992,Namibia,2
1992,Netherlands,33
1992,New Zealand,15
1992,Niger,0
1992,Nigeria,11
1992,North Korea,10
1992,Norway,23
1992,Pakistan,16
1992,Panama,0
1992,Paraguay,0
1992,Peru,1
1992,Philippines,1
1992,Poland,42
1992,Portugal,0
1992,Puerto Rico,1
1992,Qatar,1
1992,Romania,53
1992,Russia,0
1992,Saudi Arabia,0
1992,Senegal,0
1992,Serbia,0
1992,Singapore,0
1992,Slovakia,0
1992,Slovenia,6
1992,South Africa,3
1992,South Korea,49
1992,Spain,66
1992,Sri Lanka,0
1992,Sudan,0
1992,Suriname,1
1992,Sweden,35
1992,Switzerland,1
1992,Syria,0
1992,Taiwan,20
1992,Tajikistan,0
1992,Tanzania,0
1992,Thailand,1
1992,Togo,0
1992,Tonga,0
1992,Trinidad and Tobago,0
1992,Tunisia,0
1992,Turkey,6
1992,Uganda,0
1992,Ukraine,0
1992,United Kingdom,50
1992,United States of America,224
1992,Uruguay,0
1992,Uzbekistan,0
1992,Venezuela,0
1992,Vietnam,0
1992,Virgin Islands,0
1992,Zambia,0
1992,Zimbabwe,0
1996,Afghanistan,0
1996,Algeria,3
1996,Argentina,20
1996,Armenia,2
1996,Australia,132
1996,Austria,3
1996,Azerbaijan,1
1996,Bahamas,5
1996,Bahrain,0
1996,Belarus,23
1996,Belgium,6
1996,Bermuda,0
1996,Botswana,0
1996,Brazil,64
1996,Bulgaria,21
1996,Burundi,1
1996,Cameroon,0
1996,Canada,51
1996,Chile,0
1996,China,110
1996,Colombia,0
1996,Costa Rica,1
1996,Croatia,29
1996,Cuba,57
1996,Cyprus,0
1996,Czech Republic,13
1996,Denmark,24
1996,Djibouti,0
1996,Dominican Republic,0
1996,Ecuador,1
1996,Egypt,0
1996,Eritrea,0
1996,Estonia,0
1996,Ethiopia,3
1996,Finland,4
1996,France,51
1996,Georgia,2
1996,Germany,124
1996,Ghana,0
1996,Greece,8
1996,Grenada,0
1996,Guatemala,0
1996,Guyana,0
1996,Hong Kong,1
1996,Hungary,43
1996,Iceland,0
1996,India,1
1996,Indonesia,6
1996,Iran,3
1996,Iraq,0
1996,Ireland,4
1996,Israel,1
1996,Italy,71
1996,Ivory Coast,0
1996,Jamaica,16
1996,Japan,43
1996,Kazakhstan,11
1996,Kenya,8
1996,Kuwait,0
1996,Kyrgyzstan,0
1996,Latvia,1
1996,Lithuania,12
1996,Macedonia,0
1996,Malaysia,3
1996,Mauritius,0
1996,Mexico,1
1996,Mongolia,1
1996,Montenegro,0
1996,Morocco,2
1996,Mozambique,1
1996,Namibia,2
1996,Netherlands,73
1996,New Zealand,9
1996,Niger,0
1996,Nigeria,26
1996,North Korea,5
1996,Norway,25
1996,Pakistan,0
1996,Panama,0
1996,Paraguay,0
1996,Peru,0
1996,Philippines,1
1996,Poland,21
1996,Portugal,3
1996,Puerto Rico,1
1996,Qatar,0
1996,Romania,38
1996,Russia,115
1996,Saudi Arabia,0
1996,Senegal,0
1996,Serbia,26
1996,Singapore,0
1996,Slovakia,3
1996,Slovenia,2
1996,South Africa,5
1996,South Korea,66
1996,Spain,67
1996,Sri Lanka,0
1996,Sudan,0
1996,Suriname,0
1996,Sweden,31
1996,Switzerland,11
1996,Syria,1
1996,Taiwan,1
1996,Tajikistan,0
1996,Tanzania,0
1996,Thailand,2
1996,Togo,0
1996,Tonga,1
1996,Trinidad and Tobago,2
1996,Tunisia,1
1996,Turkey,6
1996,Uganda,1
1996,Ukraine,34
1996,United Kingdom,26
1996,United States of America,260
1996,Uruguay,0
1996,Uzbekistan,2
1996,Venezuela,0
1996,Vietnam,0
1996,Virgin Islands,0
1996,Zambia,1
1996,Zimbabwe,0
2000,Afghanistan,0
2000,Algeria,5
2000,Argentina,20
2000,Armenia,1
2000,Australia,183
2000,Austria,4
2000,Azerbaijan,3
2000,Bahamas,6
2000,Bahrain,0
2000,Belarus,22
2000,Belgium,7
2000,Bermuda,0
2000,Botswana,0
2000,Brazil,48
2000,Bulgaria,13
2000,Burundi,0
2000,Cameroon,18
2000,Canada,31
2000,Chile,18
2000,China,79
2000,Colombia,1
2000,Costa Rica,2
2000,Croatia,10
2000,Cuba,69
2000,Cyprus,0
2000,Czech Republic,9
2000,Denmark,25
2000,Djibouti,0
2000,Dominican Republic,0
2000,Ecuador,0
2000,Egypt,0
2000,Eritrea,0
2000,Estonia,3
2000,Ethiopia,8
2000,Finland,5
2000,France,66
2000,Georgia,6
2000,Germany,119
2000,Ghana,0
2000,Greece,18
2000,Grenada,0
2000,Guatemala,0
2000,Guyana,0
2000,Hong Kong,0
2000,Hungary,53
2000,Iceland,1
2000,India,1
2000,Indonesia,8
2000,Iran,4
2000,Iraq,0
2000,Ireland,1
2000,Israel,1
2000,Italy,65
2000,Ivory Coast,0
2000,Jamaica,23
2000,Japan,43
2000,Kazakhstan,7
2000,Kenya,7
2000,Kuwait,1
2000,Kyrgyzstan,1
2000,Latvia,3
2000,Lithuania,17
2000,Macedonia,1
2000,Malaysia,0
2000,Mauritius,0
2000,Mexico,6
2000,Mongolia,0
2000,Montenegro,0
2000,Morocco,5
2000,Mozambique,1
2000,Namibia,0
2000,Netherlands,79
2000,New Zealand,4
2000,Niger,0
2000,Nigeria,8
2000,North Korea,4
2000,Norway,44
2000,Pakistan,0
2000,Panama,0
2000,Paraguay,0
2000,Peru,0
2000,Philippines,0
2000,Poland,24
2000,Portugal,2
2000,Puerto Rico,0
2000,Qatar,1
2000,Romania,46
2000,Russia,188
2000,Saudi Arabia,2
2000,Senegal,0
2000,Serbia,26
2000,Singapore,0
2000,Slovakia,6
2000,Slovenia,3
2000,South Africa,5
2000,South Korea,73
2000,Spain,43
2000,Sri Lanka,1
2000,Sudan,0
2000,Suriname,0
2000,Sweden,32
2000,Switzerland,14
2000,Syria,0
2000,Taiwan,5
2000,Tajikistan,0
2000,Tanzania,0
2000,Thailand,3
2000,Togo,0
2000,Tonga,0
2000,Trinidad and Tobago,2
2000,Tunisia,0
2000,Turkey,5
2000,Uganda,0
2000,Ukraine,35
2000,United Kingdom,55
2000,United States of America,248
2000,Uruguay,1
2000,Uzbekistan,4
2000,Venezuela,0
2000,Vietnam,1
2000,Virgin Islands,0
2000,Zambia,0
2000,Zimbabwe,0
2004,Afghanistan,0
2004,Algeria,0
2004,Argentina,47
2004,Armenia,0
2004,Australia,157
2004,Austria,8
2004,Azerbaijan,5
2004,Bahamas,2
2004,Bahrain,0
2004,Belarus,17
2004,Belgium,3
2004,Bermuda,0
2004,Botswana,0
2004,Brazil,40
2004,Bulgaria,17
2004,Burundi,0
2004,Cameroon,1
2004,Canada,17
2004,Chile,4
2004,China,94
2004,Colombia,2
2004,Costa Rica,0
2004,Croatia,20
2004,Cuba,61
2004,Cyprus,0
2004,Czech Republic,12
2004,Denmark,29
2004,Djibouti,0
2004,Dominican Republic,1
2004,Ecuador,0
2004,Egypt,5
2004,Eritrea,1
2004,Estonia,3
2004,Ethiopia,7
2004,Finland,2
2004,France,53
2004,Georgia,4
2004,Germany,149
2004,Ghana,0
2004,Greece,31
2004,Grenada,0
2004,Guatemala,0
2004,Guyana,0
2004,Hong Kong,2
2004,Hungary,40
2004,Iceland,0
2004,India,1
2004,Indonesia,5
2004,Iran,6
2004,Iraq,0
2004,Ireland,0
2004,Israel,2
2004,Italy,102
2004,Ivory Coast,0
2004,Jamaica,13
2004,Japan,94
2004,Kazakhstan,8
2004,Kenya,7
2004,Kuwait,0
2004,Kyrgyzstan,0
2004,Latvia,4
2004,Lithuania,3
2004,Macedonia,0
2004,Malaysia,0
2004,Mauritius,0
2004,Mexico,4
2004,Mongolia,1
2004,Montenegro,0
2004,Morocco,3
2004,Mozambique,0
2004,Namibia,0
2004,Netherlands,76
2004,New Zealand,6
2004,Niger,0
2004,Nigeria,8
2004,North Korea,5
2004,Norway,7
2004,Pakistan,0
2004,Panama,0
2004,Paraguay,17
2004,Peru,0
2004,Philippines,0
2004,Poland,12
2004,Portugal,3
2004,Puerto Rico,0
2004,Qatar,0
2004,Romania,39
2004,Russia,192
2004,Saudi Arabia,0
2004,Senegal,0
2004,Serbia,0
2004,Singapore,0
2004,Slovakia,10
2004,Slovenia,5
2004,South Africa,10
2004,South Korea,52
2004,Spain,27
2004,Sri Lanka,0
2004,Sudan,0
2004,Suriname,0
2004,Sweden,12
2004,Switzerland,7
2004,Syria,1
2004,Taiwan,9
2004,Tajikistan,0
2004,Tanzania,0
2004,Thailand,8
2004,Togo,0
2004,Tonga,0
2004,Trinidad and Tobago,1
2004,Tunisia,0
2004,Turkey,10
2004,Uganda,0
2004,Ukraine,48
2004,United Kingdom,57
2004,United States of America,264
2004,Uruguay,0
2004,Uzbekistan,5
2004,Venezuela,2
2004,Vietnam,0
2004,Virgin Islands,0
2004,Zambia,0
2004,Zimbabwe,3
2008,Afghanistan,1
2008,Algeria,2
2008,Argentina,51
2008,Armenia,6
2008,Australia,149
2008,Austria,3
2008,Azerbaijan,7
2008,Bahamas,5
2008,Bahrain,0
2008,Belarus,30
2008,Belgium,5
2008,Bermuda,0
2008,Botswana,0
2008,Brazil,75
2008,Bulgaria,5
2008,Burundi,0
2008,Cameroon,1
2008,Canada,34
2008,Chile,1
2008,China,184
2008,Colombia,2
2008,Costa Rica,0
2008,Croatia,5
2008,Cuba,47
2008,Cyprus,0
2008,Czech Republic,7
2008,Denmark,18
2008,Djibouti,0
2008,Dominican Republic,2
2008,Ecuador,1
2008,Egypt,1
2008,Eritrea,0
2008,Estonia,3
2008,Ethiopia,7
2008,Finland,5
2008,France,76
2008,Georgia,6
2008,Germany,101
2008,Ghana,0
2008,Greece,7
2008,Grenada,0
2008,Guatemala,0
2008,Guyana,0
2008,Hong Kong,0
2008,Hungary,27
2008,Iceland,14
2008,India,3
2008,Indonesia,7
2008,Iran,2
2008,Iraq,0
2008,Ireland,3
2008,Israel,1
2008,Italy,42
2008,Ivory Coast,0
2008,Jamaica,17
2008,Japan,51
2008,Kazakhstan,13
2008,Kenya,14
2008,Kuwait,0
2008,Kyrgyzstan,2
2008,Latvia,3
2008,Lithuania,5
2008,Macedonia,0
2008,Malaysia,1
2008,Mauritius,1
2008,Mexico,4
2008,Mongolia,4
2008,Montenegro,0
2008,Morocco,2
2008,Mozambique,0
2008,Namibia,0
2008,Netherlands,62
2008,New Zealand,14
2008,Niger,0
2008,Nigeria,24
2008,North Korea,6
2008,Norway,22
2008,Pakistan,0
2008,Panama,1
2008,Paraguay,0
2008,Peru,0
2008,Philippines,0
2008,Poland,20
2008,Portugal,2
2008,Puerto Rico,0
2008,Qatar,0
2008,Romania,22
2008,Russia,143
2008,Saudi Arabia,0
2008,Senegal,0
2008,Serbia,15
2008,Singapore,3
2008,Slovakia,10
2008,Slovenia,5
2008,South Africa,1
2008,South Korea,78
2008,Spain,71
2008,Sri Lanka,0
2008,Sudan,1
2008,Suriname,0
2008,Sweden,7
2008,Switzerland,11
2008,Syria,0
2008,Taiwan,4
2008,Tajikistan,2
2008,Tanzania,0
2008,Thailand,4
2008,Togo,1
2008,Tonga,0
2008,Trinidad and Tobago,5
2008,Tunisia,1
2008,Turkey,8
2008,Uganda,0
2008,Ukraine,31
2008,United Kingdom,77
2008,United States of America,315
2008,Uruguay,0
2008,Uzbekistan,6
2008,Venezuela,1
2008,Vietnam,1
2008,Virgin Islands,0
2008,Zambia,0
2008,Zimbabwe,4
2012,Afghanistan,1
2012,Algeria,1
2012,Argentina,20
2012,Armenia,2
2012,Australia,114
2012,Austria,0
2012,Azerbaijan,10
2012,Bahamas,4
2012,Bahrain,1
2012,Belarus,21
2012,Belgium,3
2012,Bermuda,0
2012,Botswana,1
2012,Brazil,59
2012,Bulgaria,2
2012,Burundi,0
2012,Cameroon,1
2012,Canada,57
2012,Chile,0
2012,China,128
2012,Colombia,8
2012,Costa Rica,0
2012,Croatia,35
2012,Cuba,15
2012,Cyprus,1
2012,Czech Republic,15
2012,Denmark,16
2012,Djibouti,0
2012,Dominican Republic,2
2012,Ecuador,0
2012,Egypt,4
2012,Eritrea,0
2012,Estonia,2
2012,Ethiopia,7
2012,Finland,5
2012,France,82
2012,Georgia,7
2012,Germany,94
2012,Ghana,0
2012,Greece,3
2012,Grenada,1
2012,Guatemala,1
2012,Guyana,0
2012,Hong Kong,1
2012,Hungary,26
2012,Iceland,0
2012,India,6
2012,Indonesia,3
2012,Iran,13
2012,Iraq,0
2012,Ireland,6
2012,Israel,0
2012,Italy,68
2012,Ivory Coast,0
2012,Jamaica,25
2012,Japan,84
2012,Kazakhstan,10
2012,Kenya,12
2012,Kuwait,1
2012,Kyrgyzstan,0
2012,Latvia,3
2012,Lithuania,5
2012,Macedonia,0
2012,Malaysia,2
2012,Mauritius,0
2012,Mexico,26
2012,Mongolia,5
2012,Montenegro,14
2012,Morocco,1
2012,Mozambique,0
2012,Namibia,0
2012,Netherlands,69
2012,New Zealand,26
2012,Niger,0
2012,Nigeria,0
2012,North Korea,6
2012,Norway,17
2012,Pakistan,0
2012,Panama,0
2012,Paraguay,0
2012,Peru,0
2012,Philippines,0
2012,Poland,12
2012,Portugal,2
2012,Puerto Rico,2
2012,Qatar,2
2012,Romania,16
2012,Russia,130
2012,Saudi Arabia,4
2012,Senegal,0
2012,Serbia,16
2012,Singapore,4
2012,Slovakia,5
2012,Slovenia,5
2012,South Africa,9
2012,South Korea,63
2012,Spain,65
2012,Sri Lanka,0
2012,Sudan,0
2012,Suriname,0
2012,Sweden,23
2012,Switzerland,4
2012,Syria,0
2012,Taiwan,2
2012,Tajikistan,1
2012,Tanzania,0
2012,Thailand,4
2012,Togo,0
2012,Tonga,0
2012,Trinidad and Tobago,10
2012,Tunisia,3
2012,Turkey,4
2012,Uganda,1
2012,Ukraine,25
2012,United Kingdom,126
2012,United States of America,250
2012,Uruguay,0
2012,Uzbekistan,3
2012,Venezuela,1
2012,Vietnam,0
2012,Virgin Islands,0
2012,Zambia,0
2012,Zimbabwe,0
